query_id,question,chunk_id,document_id,section_title,publication_year,authors,journal,retrieved_by,semantic_rank,lexical_rank,hybrid_rrf_rank,hybrid_reranked_rank,relevance_grade,judgment_notes,content
Q07,What treatments are available for Duchenne Muscular Dystrophy?,1878,56,Specialist profile,2026,"['Araujo APQC', 'Barbosa AVS', 'Becker MM', 'Braga AA', 'Costa MCM', 'Fonseca ATQSM', 'França Junior MC', 'Giannetti JG', 'Linden VV', 'Magliano CADS', 'Pessoa ALS', 'Zanoteli E']",Arquivos de neuro-psiquiatria,hybrid_reranked|hybrid_rrf|lexical,,5,2,5,2,Algo relevante.,"Ten specialists participated in both rounds of the Delphi panel ( Table 1 ), representing different regions of practice ( Figure 3 ). Table 1 Delphi specialist profile Description Results Specialty: n (%) Pediatric neurologist 60% (6) Neurologist 40% (4) Mean years of medical practice 26.4 ± 7.9 Mean number of Duchenne muscular dystrophy patients treated by the specialist 110 ± 75.7 Region of practice: n (%) South 10% (1) Southeast 60% (6) Northeast 30% (3) Specialist's outpatient care type: n (%) Outpatient care in the public system 100% (10) Outpatient care in the private system 70% (7) Survey results are summarized in Table 2, covering diagnosis, treatment, follow-up, medical devices, complications, and caregiver support. Table 2 Delphi panel consensus summary Delphi panel consensus Summary Diagnosis is significantly delayed in the SUS, leading to later treatment initiation compared with the private sector. Genetic testing is necessary to confirm the diagnosis of the disease; however, it remains non-reimbursable by the SUS. Treatment with glucocorticoids starts later for SUS patients, potentially contributing to an earlier loss of ambulation and exacerbation of kyphoscoliosis. Multidisciplinary follow-up is less frequent in the SUS, leading to increased complications and faster disease progression. Medical technologies are insufficiently available in the SUS, leading to earlier complications and reduced quality of life. Surgery for kyphoscoliosis correction is recommended in"
Q08,What is considered a rare genetic disease?,7111,212,Background,2026,"['Fiorini Monteiro Novo MA', 'Simões Correa Galendi J', 'Cardoso Nunes Marinho J', 'Nascimento Silva S', 'Santos Codogno J', 'Rosa Gobette JB', 'Hipólito Dos Santos Costa E', 'Dos Santos Nunes-Nogueira V']",Systematic reviews,hybrid_reranked|hybrid_rrf|semantic,1,,4,7,3,,"Rare diseases, also known as orphan diseases, affect a small percentage of the population. Although there is no consensus on their definition, total number of affected individuals, estimated genetic origin, or cumulative prevalence, there is no doubt that rare diseases collectively affect a significant proportion of the population and represent a serious challenge to society [ 1 ]. In the USA, the term “rare disease” describes conditions with a prevalence of 7 cases per 10,000 people; in Japan, it is 2.5 cases per 10,000 inhabitants [ 2 ], whereas in the UK, it is a condition with a population prevalence of 5 cases or fewer per 10,000 inhabitants [ 3 ]. The term “ultra-rare disease” was informally introduced in 2004 by the National Institute for Health and Care Excellence (NICE) during the evaluation of drugs with indications for very rare diseases, whose prevalence was < 1 case per 50,000 inhabitants [ 3, 4 ]. In turn, in 2018, Richter and collaborators [ 5 ] considered rare diseases that affect ≤ 50 per 100,000 people and subdivided them into two mutually exclusive categories: ultra-rare diseases (those that affect ≤ 1 patient per 100,000 people) and other rare diseases (those that affect > 1 to 50 per 100,000 people) [ 5 ]. In other words, there is no official or international definition"
Q08,What is considered a rare genetic disease?,9087,265,Introduction,2026,"['Favor SE', 'Gomes A', 'Torres CJ', 'Church K']",Journal of community genetics,hybrid_reranked|hybrid_rrf|semantic,2,,5,1,3,,"A rare disease is defined as a condition impacting less than 1 in 200,000 Americans (Rare Disorder Database 2024 ). While each of these conditions individually is rare, having a rare disease is common — affecting one in ten people (Genetic and Rare Diseases Information Center 2024 ). Although not all rare diseases are due to a single identifiable genetic cause, the scope of this research is specific to those with a genetic cause. It is estimated that between 72 and 80% of rare diseases have a genetic basis (Delgado-Vega et al. 2024 ). Therefore, the term “rare genetic disease” will be used. Patients with rare genetic diseases often have needs not met by the traditional healthcare system including facing high amounts of stigma, long diagnostic odysseys, significant travel to specialists, and providers unfamiliar with diagnosis and management of their condition (Belzer et al. 2022; Bryson and Bogart 2020 ). These factors contribute to higher levels of anxiety and depression, and lower health-related quality of life in those with rare genetic diseases compared to the general population (Bogart et al. 2022 ). The term “resource” refers to sources of support, aid, or information that can assist patients with their health and quality of life. Resources include educational materials, financial aid, and what will be referred to as “human resources” ─"
Q08,What is considered a rare genetic disease?,6825,204,1. Background,2026,"['Soriano-Martin P', 'Ruiz-González C', 'Alias-Castillo AJ', 'Roman P', 'Martinez-Ortigosa A', 'Bertini-Pérez D', 'Font Jímenez I']",Journal of nursing management,hybrid_reranked|hybrid_rrf|semantic,3,,7,8,3,,"Rare diseases (RD) constitute a subject of great scientific and healthcare interest that has been increasing in recent years [ 1, 2 ]. They are defined as a group of pathologies whose main characteristic is their low prevalence in the population, which is usually less than 0.05% [ 3 ]. Most are chronic, progressive, and debilitating diseases and can lead to significant morbidity and mortality [ 4 ]. RD are uncommon among individuals, but their global prevalence is estimated to be between 3.5% and 5.9% [ 3, 5 ], affecting approximately 400 million people [ 6 ]. In Europe, there are approximately 30 million individuals suffering from an RD, with around 920,000 patients located in Spain [ 7 ]. However, prevalence data are not consistent, both due to the lack of consensus in establishing a suitable definition and the difficulties in detecting and recording these pathologies [ 8 ]. To date, between 6000 and 8000 RD have been identified worldwide, and their number is increasing, with around 250 new diseases being classified as rare each year [ 2, 9 ]. In terms of etiology, approximately 80% of RD have a genetic cause, and less frequently, they result from infectious, immunological, degenerative, or proliferative diseases [ 10 ]. This group of pathologies can appear at any stage of the patient’s life,"
Q08,What is considered a rare genetic disease?,7118,212,Types of participants,2026,"['Fiorini Monteiro Novo MA', 'Simões Correa Galendi J', 'Cardoso Nunes Marinho J', 'Nascimento Silva S', 'Santos Codogno J', 'Rosa Gobette JB', 'Hipólito Dos Santos Costa E', 'Dos Santos Nunes-Nogueira V']",Systematic reviews,hybrid_reranked|hybrid_rrf|lexical|semantic,4,1,1,2,3,"Bastante relevante, responde la pregunta.","The current review considers texts and studies involving patients with ultra-rare genetic diseases. Since there is no formal international definition for ultra-rare diseases and to survey all relevant definitions and categorize them, all texts whose main group of patients has been named with one of the following words will be considered: ultraorphan disease; ultraorphan drug; ultra-rare disease; very rare disease; exceptionally rare diseases [ 3, 18 ]. Genetic diseases were selected as the focus of this review because, in recent years, the majority of medicines incorporated by HTA agencies for ultra-rare conditions have targeted genetic disorders, reflecting both the rapid expansion of genomic-based therapies and the predominance of inherited conditions within the ultra-rare disease landscape. All texts that focus on diseases with a prevalence of ≤ 1 case per 50,000 inhabitants are also considered [ 3, 4 ]. In texts/studies in which the prevalence of the disease has not been specified, it will be searched on the Orphanet website ( www.orpha.net )."
Q08,What is considered a rare genetic disease?,5114,152,Introduction,2026,"['Mansy H', 'Oumensour K', 'Ikiss JA', 'Elarabi S']",The Pan African medical journal,hybrid_reranked|hybrid_rrf|semantic,5,,10,6,3,Definición perfecta para la consulta.,"A rare disease is a disabling condition affecting one in 2,000 people according to the European Organization for Rare Diseases (EURODIS) [ 1, 2 ]. While this prevalence is commonly reported across several countries, some nations, such as Denmark, Sweden, and the United Kingdom, report even lower prevalence rates, ranging between 1 in 10,000 and 1 in 50,000 [ 3 ]. To date, an estimated 6,000 to 8,000 rare diseases have been identified, with over one and a half million individuals affected in Morocco alone [ 3 ]. Most rare diseases are of genetic origin [ 2 - 4 ], with approximately 70 to 80% classified as such, according to the National Institutes of Health (NIH) [ 5 ]. However, the etiology of a significant number of these diseases (around 20 to 30%) remains unknown [ 3, 5 ]. Due to the limited number of cases, the scarcity of knowledge and information, and the fact that certain pathognomonic manifestations may only appear at a later stage, the diagnosis of rare diseases is often delayed and challenging [ 2 - 4 ]. Rare diseases represent a real public health challenge [ 4 ], given their number, rising incidence, clinical severity, and, in most cases, the absence of etiological treatment. Effective management requires the involvement and collaboration of various medical specialties, such"
Q08,What is considered a rare genetic disease?,8469,251,Background,2026,"['Blease C', 'Jones J', 'Blease CE', 'Kharko A', 'Garcia Sanchez C', 'Mandl KD']",Journal of participatory medicine,semantic,6,,,,3,Da una definición en términos de cantidades de diagnósticos para considerarse enfermedad rara.,"Rare diseases collectively affect an estimated 10% of the global population, corresponding to approximately 500 million people worldwide [ 1 ]. Although individually uncommon, rare diseases constitute a large and heterogeneous group, with approximately 7000 distinct conditions currently described [ 2 ]. However, the distribution of cases is highly skewed: roughly 350 rare diseases account for around 80% of diagnoses, while thousands of additional conditions are classified as ultrarare [ 2 ]. Definitions of rarity vary internationally, with different taxonomic thresholds, including fewer than 1 in 2000 individuals in the European Union, fewer than 200,000 people in the United States, and fewer than 50,000 people in Japan [ 1, 3 ]. In addition, genetic rare diseases differ across geographic regions, making the challenge of clinician diagnoses even greater in many cases. Together, these figures illustrate that rare diseases are neither exceptional nor marginal in aggregate, yet they remain structurally underrecognized within health care systems. People with rare diseases frequently experience prolonged and complex diagnostic pathways. Substantial delays between symptom onset and correct diagnosis are common. A study in Australia found that approximately 30% of individuals waited between 5 and 30 years for a definitive diagnosis [ 4 ]. In the United States, another study reported that around 50% of patients and caregivers attribute diagnostic delays to limited clinician awareness of"
Q08,What is considered a rare genetic disease?,5167,154,1. Introduction,2026,"['Drobňaková S', 'Andrejková M', 'Šaligová J', 'Potočňáková Ľ', 'Vargová V', 'Kuchta M', 'Beňačka R', 'Barkai L']","Life (Basel, Switzerland)",hybrid_reranked|hybrid_rrf|lexical|semantic,7,9,2,3,2,Algo relevante.,"around 400 rare diseases are currently considered curable [ 4 ]. In the EU, the average RD diagnostic process takes five years and can often be significantly longer. Genetic factors are responsible for the majority of rare and ultra-rare diseases. A 2022 study published in the Orphanet Journal of Rare Diseases found that most ultra-rare disorders are caused by changes in a single gene. These genetic alterations can be inherited in either an autosomal dominant or autosomal recessive manner. Notably, as the rarity of the disease increases, it becomes more likely that it is caused by a recessive genetic change [ 5 ]. A special group of RDs is characterized by the founder effect, occurring mainly in the Roma population. Genetic drift is an intriguing and random process that influences allele and genotype frequencies, particularly in small or isolated populations. It typically occurs when a small subset of individuals separates from the larger population and reproduces in isolation, leading to potential random changes in allele frequencies. Notably, two significant examples of this important process arise when a small group establishes a new colony, and the bottleneck effect occurs when a population is substantially reduced before reproducing. While the exact impact of this effect may be challenging to predict due to its inherent randomness, it is possible to estimate the range"
Q08,What is considered a rare genetic disease?,5166,154,1. Introduction,2026,"['Drobňaková S', 'Andrejková M', 'Šaligová J', 'Potočňáková Ľ', 'Vargová V', 'Kuchta M', 'Beňačka R', 'Barkai L']","Life (Basel, Switzerland)",hybrid_reranked|hybrid_rrf|lexical|semantic,8,8,3,4,3,,"The characteristics of rare diseases (RDs) vary considerably—not only between different diseases but also between individual patients with the same condition. Within the European Union (EU), rare diseases are recognized as life-threatening, chronically disabling, and significant, including those of genetic origin [ 1 ]. According to Regulation (EC) No. 141/2000 of the European Parliament and of the Council of 16 December 1999 on orphan medicinal products, the definition of a rare disease is standardized in the European Union as a condition affecting fewer than 5 individuals per 10,000 people, which is equivalent to fewer than 1 in 2000 individuals. Additionally, the National Institute for Health and Care Excellence (NICE) classified ultra-rare diseases as those with a prevalence of less than 1 case per 50,000 people [ 2 ]. An estimated 27 to 36 million people in the EU are living with RDs, and there are currently between 6000 and 8000 different types [ 3 ]. According to the Global Genes Project, approximately 300 million people worldwide are affected by rare diseases, and the Institute for Rare Genomics reports that only around 400 rare diseases are currently considered curable [ 4 ]. In the EU, the average RD diagnostic process takes five years and can often be significantly longer. Genetic factors are responsible for the majority of rare and ultra-rare diseases."
Q08,What is considered a rare genetic disease?,3292,94,Introduction,2026,"['Alkhani A', 'Aleissa MM', 'Almsned F', 'Arefi A', 'Alsaleh S', 'Mousli A', 'Almuhanna H', 'Alzain NM', 'Alhaider S', 'Alhuthil R', 'Alsagheir A']",Frontiers in public health,semantic,9,,,,3,Definición perfecta para la consulta.,"Rare diseases comprise a diverse group of conditions affecting fewer than one in 2,000 individuals. In some regions, definitions vary based on prevalence; for instance, in the United States, a disease is considered rare if it affects fewer than 200,000 people ( 1 ). Ultra-rare diseases on the other hand, are defined as diseases with prevalence less than one in 50,000 individuals ( 2 ). Approximately 7,000 rare diseases have been identified, with 80% attributed to genetic causes ( 3 ). These diseases encompass but are not restricted to, cystic fibrosis (CF), Duchenne muscular dystrophy (DMD), and congenital adrenal hyperplasia (CAH) ( 4–6 ). Rare diseases have certain characteristics that make them unique and can lead to compounded effects. Firstly, rare diseases typically manifest in early childhood, leading to a prolonged and intensive period of medical visits and investigations before a definitive diagnosis is reached which is a process known as “diagnostic odyssey” ( 7 ). This process is also exacerbated by the gaps in knowledge among healthcare providers ( 8 ). Secondly, due to their low prevalence, fewer than 5% of rare diseases have approved treatments. This limited number is attributed to the small patient populations, which generally discourage pharmaceutical companies from investing in drug development, as the potential market may not be profitable enough to justify the costs"
Q08,What is considered a rare genetic disease?,8240,244,Introduction,2026,"['Konamveettil Abdul Latheef A', 'Ali M', 'Farahat O', 'Gourari F', 'AlQodsi E', 'Akawi N']",Frontiers in medicine,semantic,10,,,,2,Algo relevante.,"management, treatment planning, and avoidance of inappropriate treatments and associated adverse effects. Moreover, in inherited rare diseases, identifying genetic variants can reveal inheritance patterns of the disease, enabling informed family planning and genetic counseling ( 17 ). The diagnostic process for rare diseases depends on the patient’s age, available resources and clinical symptoms. Patients with rare diseases often experience a diagnostic odyssey lasting more than 4–5 years, and some cases remain unsolved for over a decade ( 17 ). The identification of molecular genetic causes has become a cornerstone of rare disease diagnostics, particularly given that approximately 80% of rare diseases have an underlying genetic basis ( 17, 18 ). These diseases may arise from a wide range of genetic factors such as single-nucleotide variants (SNVs), insertions and deletions (indels), SVs, repeat expansions, inversions, translocations, complex genomic rearrangements, and epigenetic alterations such as aberrant DNA methylation ( 19 ). Most rare genetic disorders follow Mendelian patterns of inheritance and are caused by pathogenic variants in a single gene ( 20 ). According to the 2022 Emirati dataset of the Catalog for Transmission Genetics in Arabs (CTGA), among the 665 unique conditions prevalent in the Emirati population, 621 exhibit Mendelian modes of inheritance. Remarkably, among these 665 disorders, more than half are classified as extremely rare disorders worldwide, with an autosomal"
Q08,What is considered a rare genetic disease?,1000,28,Abstract,2025,"['Luo DL', 'Liu RP', 'Hou XY', 'Liu Z', 'Lu B']",Frontiers in pediatrics,hybrid_reranked|hybrid_rrf|lexical,,2,6,10,0,,"Dominant deafness-onychodystrophy syndrome (DDOD) and hypokalemic periodic paralysis (HypoPP) are distinct autosomal dominant disorders caused by mutations in ATP6V1B2 and CACNA1S, respectively. We describe an eight-year-old female with congenital deafness, nail dysplasia, enamel hypoplasia, and recurrent episodes of hypokalemia-induced muscle weakness. Whole-exome sequencing (WES) revealed a de novo ATP6V1B2 nonsense variant (c.1516C>T, p.Arg506Ter) and a maternally inherited CACNA1S missense variant (c.1583G>A, p.Arg528His). The proband's mother and maternal grandfather carried the same CACNA1S variant with milder periodic weakness, indicating intrafamilial variability and reduced penetrance. This dual diagnosis broadens the phenotypic spectrum of both DDOD and HypoPP and illustrates how comprehensive genomic testing can elucidate complex, blended phenotypes. Although no direct mechanistic link between ATP6V1B2 and CACNA1S has been demonstrated, their coexistence highlights the importance of considering multilocus genetic etiologies in rare diseases and supports precision medicine approaches integrating genomic diagnostics and individualized management."
Q08,What is considered a rare genetic disease?,1010,28,Discussion,2025,"['Luo DL', 'Liu RP', 'Hou XY', 'Liu Z', 'Lu B']",Frontiers in pediatrics,hybrid_reranked|hybrid_rrf|lexical,,3,8,9,0,,"the co-occurrence of both defects could produce additive disturbances in cellular excitability and muscle function. This highlights the complexity of multilocus disorders and the need for functional studies exploring cross-pathway ion dynamics. Previous cases have documented periodic paralysis with hearing impairment. A report described a woman with familial periodic paralysis within a family affected by Waardenburg syndrome ( 15 ). And another case detailed a man with thyrotoxic HypoPP who experienced sudden deafness ( 16 ). With the increasing adoption of broad-genome and exome sequencing in rare disease cohorts, the phenomenon of dual or multiple molecular diagnoses is becoming well-recognized. Studies have shown that up to ∼4%–5% of individuals with a suspected Mendelian disorder may harbour pathogenic variants in more than one gene locus, resulting in blended or overlapping phenotypes ( 6, 7 ). In a recent series of five pediatric patients with dual rare genetic diseases, researchers emphasized the importance of considering multiple genetic causes when clinical presentations are atypical or extend beyond a single syndrome ( 17 ). However, no published reports have directly implicated ATP6V1B2 mutations in the pathogenesis of periodic paralysis or potassium imbalance. Therefore, in the absence of direct molecular or physiological overlap between these two pathways, we interpret this case as a rare but coincidental co-occurrence of two Mendelian disorders. Our case not only"
Q08,What is considered a rare genetic disease?,8378,248,Metrics Calculation,2026,"['Lucano C', 'Lagorce D', 'Olry A', 'Ali H', 'Lanneau V', 'De Carvalho M', 'Dilsizoglu Senol A', 'Fructuoso M', 'Gaillard E', 'Gaillard MC', 'Mihic S', 'Tannoury M', 'Sauvage F', 'Rodwell C', 'Maiella S', 'Hanauer M', 'Rath A']",JMIR medical informatics,hybrid_reranked|hybrid_rrf|lexical,,4,9,5,1,,"“3_proportion_of_genetic_versus_non_genetic_ Orphanet_RD.” This script retrieves all active disorders from the “rare diseases and alignments with terminologies and databases” dataset and assesses their inclusion in the “genes associated with rare diseases” dataset and the “classifications of rare diseases-rare genetic diseases classification” dataset. Inclusion in either dataset was considered indicative of a genetic disorder. Mappings to other semantic standards were retrieved using the script “7_alignment_between_Orphanet_RD_and_international _terminologies” for ICD-10, ICD-11, and OMIM, and manually for UMLS, MeSH, MedDRA, GARD, and Mondo. In both cases, the “rare diseases and alignments with terminologies and databases” dataset was filtered by the target standard to retrieve mappings at the Orphanet disorder level and their relationships. Orphanet-SNOMED CT mappings were retrieved manually by filtering the human-readable Orphanet-SNOMED CT mapping file for mappings at the disorder level."
Q08,What is considered a rare genetic disease?,9118,265,Discussion,2026,"['Favor SE', 'Gomes A', 'Torres CJ', 'Church K']",Journal of community genetics,lexical,,5,,,0,,"al. 2023 ). The participants also shared that disease rarity often impacts the quantity of available resources. This is similar to previous reports from English speaking patients who seek social support from organizations adjacent to their child’s actual diagnosis, for example broader rare disease or children with disabilities groups, because there are no disease specific support groups (Baumbusch et al. 2019 ). Participants believed that providers and patients are forced into filling the Spanish language resource gap themselves. Providers recounted extra time and effort needed to create personalized Spanish language resources, and the burden placed on patients when providers do not put in this extra effort. This is on top of already established health disparities for Spanish speaking or otherwise marginalized population groups (Radley et al. 2024; Matalon et al. 2023 ). This is especially concerning considering it has been established that individuals with rare genetic disease have lower quality of life and higher levels of mental health conditions compared to the general population (Bogart et al. 2022 ). Although participants thought existing Spanish language resources for genetic rare disease were generally high-quality, a reported problem was inconsistent implementation of and access to these resources. Participants from this study discussed frequent experiences with websites only partially translated or incorrectly and inaccurately translated with machine translation, echoing previous findings (Westrate et"
Q08,What is considered a rare genetic disease?,6915,207,Introduction,2026,"['Clarke A', 'Horn R', 'Avram E', 'Banka S', 'Boardman F', 'Charlton V', 'Drummond M', 'Favresse R', 'Ferdinand A', 'Freis D', 'Galasso I', 'Großmann NZ', 'Halley M', 'Henriques S', 'Honné H', 'Houge SD', 'Kirmani S', 'Klaiman TN', 'Lalova-Spinks T', 'Malmgren CI', 'Meade N', 'Nicod E', 'Ormond KE', 'Prainsack B', 'Van Esch H', 'Wonkam A', 'Wynn SL', 'Forzano F']",Journal of community genetics,lexical,,6,,,0,,"Questions of justice arise in the implementation of genomics in clinical practice and research at many levels, especially for rare conditions. There are broad and general issues relating to justice that apply across the whole of healthcare, and there are other issues that apply more specifically in the context of genomics and of rare disease. The broader issues include questions of access to healthcare, participation in research, and the equitable allocation of resources; the narrower, more specific issues include, for example, the inference of personal or group identity from genetic data. The workshop aimed to consider the full spectrum of issues but with a focus on those more specific to rare diseases. In the following brief sections, we outline some of the justice-related issues impacting medical genetics and genomics that have already received some attention. These points provide some background information."
Q08,What is considered a rare genetic disease?,3663,105,Genomic analysis and reporting,2026,"['Alblooshi K', 'Sharaf R', 'Shenbagam S', 'Sinha S', 'Jain R', 'Yaslam S', 'Alfalasi R', 'Abdulbaki A', 'Alyassi A', 'Alyafei H', 'Ramaswamy S', 'Jaber I', 'Sato M', 'Chekroun I', 'Rabea F', 'Khadija S', 'El Naofal M', 'Sheikh Hassani M', 'Taylor A', 'Farag M', 'Jamalalail B', 'Sarhan A', 'AlHajjaj S', 'Almadhoun F', 'Elsawy D', 'Alkhnbashi OS', 'Khansaheb H', 'Al Suwaidi H', 'Aldafrawy O', 'Albasti A', 'AlAwadhi M', 'Alsheikh-Ali A', 'Abou Tayoun A']",Nature medicine,lexical,,7,,,1,,"The analysis was confined to a curated panel of 782 genes (Supplementary Table 2 ). The vast majority of these genes (approximately 99%) had sufficient (moderate, strong or definitive) evidence supporting their association with autosomal recessive disorders, as defined by the clinical validity frameworks of the Clinical Genome Resource (ClinGen) 5 and the Gene Curation Coalition (GenCC) 6 (Supplementary Table 2 ). Of the 782 genes, 558 were mandated by the UAE Ministry of Health and Prevention based on disease severity criteria 7 —specifically, associations with shortened lifespan, intellectual disability, impaired mobility, internal structural malformations, dysmorphic features, sensory impairment or immunodeficiency—using the Lazarin methodology for carrier screening 8, 9. The remaining 224 genes were included because they harbor pathogenic variants observed in the Emirati population according to Dubai’s local clinical genomic database 10 – 12. Given the evolving genetic evidence, we acknowledge that this gene selection process will be dynamic, requiring ongoing review and refinement as we continue to better understand the genetic landscape of rare diseases in the UAE. Variants were considered for reporting if they met one or more of the following criteria within the targeted gene list: (1) classified as pathogenic or likely pathogenic in ClinVar; (2) designated as disease-causing mutations in the Human Gene Mutation Database (HGMD); or (3) novel predicted loss-of-function (nonsense, frameshift or canonical"
Q08,What is considered a rare genetic disease?,2945,83,Abstract,2026,"['Rosenberger A', 'Bickeböller H', 'Christiani DC', 'Caporaso NE', 'Liu G', 'Bojesen SE', 'Le Marchand L', 'Albanes D', 'Aldrich MC', 'Tardon A', 'Fernández-Tardón G', 'Rennert G', 'Field JK', 'Davies MPA', 'Kiemeney LA', 'Lazarus P', 'Zienolddiny S', 'Lam S', 'Schabath MB', 'Andrew AS', 'Arnold SM', 'Goodman GE', 'Doherty JA', 'Taylor F', 'Cox A', 'Woll PJ', 'Risch A', 'Johansson M', 'Brennan P', 'Landi MT', 'Shete SS', 'Hung RJ', 'Amos CI', 'INTEGRAL‐ILCCO Consortium']",BMC cancer,lexical,,10,,,0,,"Background We investigated whether markers, genes or terms of the Human Phenotype Ontology associated with genetic or rare diseases (GARDs) that affect airway or lung function are associated with lung cancer. Methods Genes of interest were extracted from GARD (Genetic and Rare Diseases Information Center), OMIM ( Online Mendelian Inheritance in Man®), ORPHANET and Monarch Initiative. Individual SNP, gene level and gene-set analyses were performed for 52,207 SNPs, 1677 genes or for 620 terms of the Human Phenotype Ontology. The analysis included 14,068 lung cancer cases and 12,390 cancer-free control subjects of European descent from the International Lung Cancer Consortium ILCCO. Results The marker rs56113850 (OR=0.893, 95%CI: 0.862-0.924) was associated with lung cancer ( p =1.2x10 -10 ). This marker is located in CYP2A6 as well as in an enhancer region of LTBP4, which is associated with cutis laxa. A suggestive significant association was observed for two markers associated with the DMD gene, which is linked to Duchenne muscular dystrophy. The gene sets ""Abnormal circulating adrenocorticotropin concentration"" and ""Central nervous system neoplasm"" were found to be significantly enriched with GARD genes, and can therefore be considered to be associated with lung cancer. Conclusions Genes associated with genetic and rare lung diseases do not generally appear to carry risk factors for lung cancer. However, genes associated with the hypothalamic-pituitary-adrenal axis show"
Q09,What is personalized RNA medicine and what is it used for?,2354,66,5. Challenges and Outlooks,2026,"['Rodriguez Carstens P', 'Moriyama H', 'Yokota T']",Genes,hybrid_reranked|hybrid_rrf|semantic,1,,1,1,2,Algo relevante.,"Despite remarkable progress, several scientific and systemic challenges continue to limit the widespread application of ASO and N-of-1 therapies. Addressing these barriers will determine whether personalized RNA medicine can evolve from rare experimental interventions into a scalable clinical paradigm."
Q09,What is personalized RNA medicine and what is it used for?,284,9,"Medicine Development, Pricing, and Access in the EU : Implications and Hurdles for Rare Diseases",2026,"['Hollak CEM', 'Rosenberg N', 'Post C', 'Stolwijk N', 'Manders E', 'Schoenmakers D', 'Penninx B', 'Reijnhout N', 'Verdeyen K', 'Jonker R', 'Bosch AM', 'Langeveld M', 'van der Wel V', 'de Visser S', 'van den Berg S']",Journal of inherited metabolic disease,hybrid_reranked|hybrid_rrf|semantic,2,,2,5,2,Algo relevante.,"ingredients are developed for a new indication [ 8 ]. The second trend concerns ATMPs and RNA‐based treatments, enabling the development of n ‐of‐few or even n ‐of‐1 therapies. Given the highly personalized approach of some of these platform technologies, this may require a new way of thinking about how patient access in combination with quality and safety can be achieved [ 22, 23 ]. While this system failure requires action from all stakeholders, the next section focuses on academic stakeholders and their potential role in contributing to improving the current system."
Q09,What is personalized RNA medicine and what is it used for?,8648,254,8. Regulatory Pathways and Evidentiary Expectations for Individualized RNA Therapies,2026,"['Anwar S', 'Yokota T']",Genes,hybrid_reranked|hybrid_rrf|semantic,3,,3,2,2,Algo relevante.,"means that the regulatory bottleneck is not only clinical evidence, but also whether product quality, consistency, and shelf-life strategy are sufficiently mature for meaningful clinical use. Taken together, current regulatory thinking does not support a simplified narrative in which individualized RNA therapeutics proceed on mechanistic enthusiasm alone. At the same time, it does not impose evidentiary expectations that make ultra-rare development impossible, by definition. Rather, it points toward a narrower and more practical model: strong mechanistic rationale, fit-for-purpose nonclinical evidence, disciplined outcome assessment, careful use of natural history and biomarkers, early regulatory engagement, and product quality proportionate to the intended clinical use. That is the evidentiary space in which NAM-enabled individualized RNA therapeutics may become more practically assessable, if evidence remains fit-for-purpose, product-specific, and shaped through early interaction with the Agency."
Q09,What is personalized RNA medicine and what is it used for?,8620,254,3. RNA Therapeutics as a Precision Platform for Rare Genetic Diseases,2026,"['Anwar S', 'Yokota T']",Genes,hybrid_reranked|hybrid_rrf|semantic,4,,4,8,3,,"administration to the central nervous system or GalNAc-enabled targeting to hepatocytes [ 12, 51, 55 ]. By contrast, broad and efficient delivery to tissues, e.g., heart and skeletal muscle, remain substantially more difficult [ 12, 69, 70, 71, 72 ]. Off-target effects, sequence-dependent liabilities, class-related toxicities, and uncertainty around long-term pharmacology further complicate development [ 52 ]. As a result, the central question in rare disease is often not whether a transcript can be targeted in principle, but whether a specific RNA therapeutic can reach the right tissue, engage the intended mechanism, and produce interpretable benefit within a clinically meaningful timeframe [ 54 ]. These features make RNA therapeutics unusually informative for evaluating the broader promise of precision medicine in rare genetic diseases [ 52 ]. Their design is modular, but their success is highly context-dependent [ 53 ]. Their biological rationale is often strong, but their preclinical development can fail if the model system does not capture the relevant transcript biology, cellular phenotype, or treatment response [ 45 ]. This tension is one reason RNA therapeutics have become a major proving ground for patient-specific development. The individualized ASO field has shown that mechanism-based therapeutic design can proceed on highly compressed timelines [ 17 ]. More recent patient-derived workflows suggest that preclinical screening and response assessment may be accelerated further"
